Activity ID,Date,Person,Call Connect,Pitch,Disposition,Customer Account ID,Outcome,,,,
L6ayLv5,9/5/2024,,No Answer,N/A,N/A,21977,#N/A,,,,
L7D7hlV,9/2/2024,,No Answer,N/A,N/A,20458,#N/A,,,,
l8VxQ5ygoX,9/12/2024,Manager,Connected,Operator,No Interest,89426,Loss,,,,
lAOGE43,9/9/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,27293,Open,,,,
LbL2khf7b6,9/13/2024,,No Answer,N/A,N/A,27848,#N/A,,,,
Lbwm01X,9/5/2024,Owner,Connected,Operator,Engaged,38141,Open,,,,
LdEH4Ky9Ou,9/10/2024,Owner,Connected,Operator,Engaged,39858,Open,,,,
lE9AQ11,9/11/2024,Owner,Connected,AI,Engaged,41603,Open,,,,
LET511vZrY,9/4/2024,Manager,Connected,Smooth,Deferred to Other Stakeholder,50316,Loss,,,,
li9n618,9/10/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,47679,Open,,,,
lMd7IHtYb6,9/11/2024,Manager,Connected,AI,No Interest,23820,Loss,,,,
lN702QnT9A,9/4/2024,,No Answer,N/A,N/A,88940,#N/A,,,,
LNVe5r7,9/4/2024,Manager,Connected,Operator,No Interest,85805,Loss,,,,
LpO1MPtV59,9/13/2024,,No Answer,N/A,N/A,68137,#N/A,,,,
LQ381HR,9/13/2024,Manager,Connected,Operator,No Interest,31774,Loss,,,,
Lv238SpV9l,9/2/2024,Manager,Connected,Smooth,No Interest,49544,Loss,,,,
lXg86EkX72,9/11/2024,Manager,Connected,Operator,No Interest,90959,Loss,,,,
LxOHS4gpZR,9/2/2024,,No Answer,N/A,N/A,99317,#N/A,,,,
LZzWZ5B,9/12/2024,,No Answer,N/A,N/A,59685,#N/A,,,,
m028zsH,9/10/2024,,No Answer,N/A,N/A,66835,#N/A,,,,
M18h2Q7,9/2/2024,,No Answer,N/A,N/A,67848,#N/A,,,,
M1U6ZnshNl,9/4/2024,,No Answer,N/A,N/A,54373,#N/A,,,,
M1WnZJ2,9/11/2024,,No Answer,N/A,N/A,80479,#N/A,,,,
M1YE7xqmJW,9/11/2024,Owner,Connected,AI,Engaged,10821,Win,,,,
m463kFU,9/9/2024,Manager,Connected,Operator,No Interest,29925,Loss,,,,
M4ck8QC,9/4/2024,,No Answer,N/A,N/A,91022,#N/A,,,,
M5Kl145,9/13/2024,Manager,Connected,AI,No Interest,73965,Loss,,,,
m5T5VG2,9/10/2024,Manager,Connected,Smooth,Deferred to Other Stakeholder,16965,Loss,,,,
m6O5g0M,9/9/2024,Owner,Connected,Smooth,No interest,33142,Loss,,,,
Mae6S6T,9/13/2024,Owner,Connected,AI,Engaged,24029,Open,,,,
mBLPFt6,9/2/2024,,No Answer,N/A,N/A,34097,#N/A,,,,
MDyWhy9,9/10/2024,Owner,Connected,Operator,No interest,91787,Loss,,,,
mEBpLwL,9/4/2024,Owner,Connected,Smooth,Engaged,57471,Loss,,,,
Mf9u5XosmW,9/5/2024,Manager,Connected,AI,No Interest,92674,Loss,,,,
mG0b1FG,9/4/2024,,No Answer,N/A,N/A,20361,#N/A,,,,
Mg736ccAu2,9/6/2024,Owner,Connected,Operator,Engaged,39257,Open,,,,
mH7mco4,9/11/2024,Owner,Connected,AI,No Interest,28639,Loss,,,,
MiPqrd6,9/3/2024,,No Answer,N/A,N/A,86473,#N/A,,,,
mJ8m43G,9/12/2024,,No Answer,N/A,N/A,26865,#N/A,,,,
MJWz46S,9/2/2024,Manager,Connected,Smooth,No Interest,50942,Loss,,,,
MjXwhAre08,9/10/2024,Manager,Connected,Operator,No Interest,84601,Loss,,,,
mlWig4o0Ke,9/5/2024,,No Answer,N/A,N/A,96757,#N/A,,,,
mLY51q3,9/6/2024,,No Answer,N/A,N/A,99033,#N/A,,,,
MLZJM6n3hk,9/4/2024,Manager,Connected,Operator,No Interest,46731,Loss,,,,
MoM99b8,9/5/2024,Manager,Connected,Operator,No interest,42421,Loss,,,,
mtu1wt1,9/9/2024,,No Answer,N/A,N/A,51407,#N/A,,,,
n0wb8Yf634,9/10/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,48512,Open,,,,
N2M62lkymL,9/9/2024,Manager,Connected,Operator,No Interest,28236,Loss,,,,
N33n8g1,9/12/2024,Manager,Connected,AI,Engaged,36001,Win,,,,
N33n8gD,9/13/2024,Owner,Connected,AI,Engaged,36001,Win,,,,
N415rJzeN8,9/6/2024,,No Answer,N/A,N/A,81374,#N/A,,,,
N4z9V9jT8J,9/2/2024,,No Answer,N/A,N/A,47590,#N/A,,,,
N6mj8jhpYI,9/4/2024,Owner,Connected,Smooth,No interest,93210,Loss,,,,
N8q1N3T,9/3/2024,,No Answer,N/A,N/A,27507,#N/A,,,,
N9T30zQ,9/9/2024,,No Answer,N/A,N/A,92401,#N/A,,,,
nCG5rE1,9/2/2024,Manager,Connected,AI,Engaged,61869,Win,,,,
nCG5rEY,9/2/2024,Owner,Connected,AI,Engaged,61869,Win,,,,
nCxQzHvO9G,9/6/2024,Manager,Connected,AI,No Interest,65564,Loss,,,,
NHH5bKfZxP,9/5/2024,Manager,Connected,Smooth,No Interest,65011,Loss,,,,
NHqjZz6,9/5/2024,Manager,Connected,Smooth,No Interest,78211,Loss,,,,
nId1521,9/9/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,55075,Open,,,,
nJzy1d6,9/4/2024,Owner,Connected,Operator,No interest,39294,Loss,,,,
nk4kl1I,9/9/2024,Manager,Connected,Smooth,No Interest,27341,Loss,,,,
NkZsxKoTBc,9/3/2024,,No Answer,N/A,N/A,39138,#N/A,,,,
nL4v5l0,9/5/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,56178,Open,,,,
Nm1SGSuoYT,9/5/2024,,No Answer,N/A,N/A,55281,#N/A,,,,
nMh8mbF,9/11/2024,Owner,Connected,AI,Engaged,69059,Open,,,,
np25a4h9Sv,9/10/2024,,No Answer,N/A,N/A,54126,#N/A,,,,
np6818l1mD,9/9/2024,Manager,Connected,Smooth,Deferred to Other Stakeholder,29648,Loss,,,,
NpF7tp1,9/13/2024,Owner,Connected,Smooth,No interest,14244,Loss,,,,
NsnOkL1,9/3/2024,,No Answer,N/A,N/A,39404,#N/A,,,,
NT16tJ6,9/13/2024,,No Answer,N/A,N/A,36132,#N/A,,,,
NTLRr4oqoC,9/13/2024,,No Answer,N/A,N/A,81187,#N/A,,,,
nTyrsX1,9/3/2024,,No Answer,N/A,N/A,57833,#N/A,,,,
Nu3W2HK,9/5/2024,,No Answer,N/A,N/A,12266,#N/A,,,,
O1j0MmttiU,9/12/2024,Owner,Connected,Smooth,Engaged,66573,Win,,,,
O23M365,9/6/2024,,No Answer,N/A,N/A,98543,#N/A,,,,
O3m594F,9/3/2024,Manager,Connected,AI,No Interest,12902,Loss,,,,
O6C14I8,9/9/2024,,No Answer,N/A,N/A,97255,#N/A,,,,
O8Em51v9XV,9/12/2024,,No Answer,N/A,N/A,26472,#N/A,,,,
O8i0Xiec1D,9/6/2024,,No Answer,N/A,N/A,31610,#N/A,,,,
o8YZ2L5,9/11/2024,,No Answer,N/A,N/A,13915,#N/A,,,,
oGod6lqUMs,9/12/2024,Owner,Connected,AI,Engaged,60248,Win,,,,
oM7JiF1,9/3/2024,,No Answer,N/A,N/A,59124,#N/A,,,,
On108o8,9/6/2024,Manager,Connected,Operator,No Interest,86902,Loss,,,,
oohkgdeL5Q,9/10/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,97126,Open,,,,
oRs8JTW,9/11/2024,,No Answer,N/A,N/A,98575,#N/A,,,,
OSd5L69,9/12/2024,Owner,Connected,AI,Engaged,42850,Win,,,,
osp5qT6,9/6/2024,Manager,Connected,Operator,No Interest,10750,Loss,,,,
oT3ca73,9/4/2024,Manager,Connected,Operator,No Interest,33319,Loss,,,,
OTx26xmiYZ,9/9/2024,,No Answer,N/A,N/A,14618,#N/A,,,,
ouQm6p8,9/4/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,24851,Open,,,,
OZDL52E,9/3/2024,,No Answer,N/A,N/A,51812,#N/A,,,,
OZl2201,9/13/2024,Manager,Connected,AI,No Interest,80370,Loss,,,,
OzXt10c5ev,9/6/2024,Manager,Connected,AI,Deferred to Other Stakeholder,18344,Loss,,,,
p1G25bdi6n,9/2/2024,Manager,Connected,Operator,No Interest,35867,Loss,,,,
p21NJn2,9/13/2024,,No Answer,N/A,N/A,91726,#N/A,,,,
p3RqG5Q,9/3/2024,Manager,Connected,AI,Deferred to Other Stakeholder,38255,Open,,,,
p4458nr1YS,9/5/2024,,No Answer,N/A,N/A,28583,#N/A,,,,
p4jwTBI,9/2/2024,Manager,Connected,AI,No Interest,31791,Loss,,,,
p6no3jJ,9/12/2024,,No Answer,N/A,N/A,33630,#N/A,,,,
P8gQ851,9/3/2024,Owner,Connected,Smooth,Engaged,36377,Open,,,,
P8Hm8NU,9/9/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,42859,Open,,,,
p92T9jM,9/11/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,94444,Loss,,,,
PayGm9A,9/3/2024,Owner,Connected,Operator,No interest,43991,Loss,,,,
Pc7r6fF,9/2/2024,,No Answer,N/A,N/A,24538,#N/A,,,,
PGChi26,9/10/2024,Manager,Connected,Operator,No Interest,45633,Loss,,,,
PGi7n72,9/2/2024,,No Answer,N/A,N/A,79060,#N/A,,,,
pj76kcL,9/5/2024,Manager,Connected,Smooth,No Interest,16276,Loss,,,,
plOZIR8,9/2/2024,,No Answer,N/A,N/A,86599,#N/A,,,,
Pm5E8YmO1S,9/6/2024,Manager,Connected,Operator,No Interest,73815,Loss,,,,
Pnd3uV1,9/4/2024,Manager,Connected,Smooth,No Interest,32328,Loss,,,,
Podf1n3,9/4/2024,Owner,Connected,Operator,No interest,11794,Loss,,,,
PQ9x3mL,9/4/2024,,No Answer,N/A,N/A,61742,#N/A,,,,
psbWvTbkrV,9/9/2024,,No Answer,N/A,N/A,29742,#N/A,,,,
PTVDvI2,9/4/2024,,No Answer,N/A,N/A,77252,#N/A,,,,
pu7RfOr68j,9/11/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,77534,Open,,,,
PueDU65,9/5/2024,,No Answer,N/A,N/A,75077,#N/A,,,,
pwfUR5z30A,9/12/2024,,No Answer,N/A,N/A,73066,#N/A,,,,
pZHD2q7,9/10/2024,,No Answer,N/A,N/A,98924,#N/A,,,,
Q066CPzjlz,9/11/2024,Manager,Connected,Operator,No Interest,67880,Loss,,,,
Q2o102T,9/13/2024,Manager,Connected,Smooth,No Interest,89870,Loss,,,,
q4c2CE5,9/12/2024,Owner,Connected,AI,No interest,15961,Loss,,,,
q73L88O,9/11/2024,Manager,Connected,Smooth,Deferred to Other Stakeholder,88554,Loss,,,,
Q7l4S2n3FT,9/11/2024,Manager,Connected,AI,No Interest,44856,Loss,,,,
q7o2M5G,9/12/2024,Owner,Connected,Smooth,Engaged,50072,Open,,,,
Q9o79ZF,9/12/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,19147,Open,,,,
q9qLsRR,9/6/2024,Manager,Connected,Operator,No Interest,48762,Loss,,,,
qAA82yW,9/13/2024,Owner,Connected,AI,Engaged,76865,Win,,,,
qEH3HJ4,9/2/2024,Manager,Connected,AI,No Interest,93267,Loss,,,,
qHhFj1N,9/11/2024,Manager,Connected,AI,Deferred to Other Stakeholder,26759,Loss,,,,
qld770I,9/4/2024,Owner,Connected,AI,No interest,76628,Loss,,,,
qMfO3i6,9/5/2024,,No Answer,N/A,N/A,82556,#N/A,,,,
QO0Wtgt2PE,9/10/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,33999,Open,,,,
qqEMZPR,9/12/2024,,No Answer,N/A,N/A,63362,#N/A,,,,
Qrt7o90,9/3/2024,Owner,Connected,Operator,Deferred to Other Stakeholder,23603,Open,,,,
qSvY96yRF3,9/4/2024,,No Answer,N/A,N/A,76601,#N/A,,,,
QUCmGJpN1o,9/3/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,54758,Open,,,,
QuDDBU1,9/2/2024,,No Answer,N/A,N/A,90392,#N/A,,,,
QUjpxG5,9/9/2024,,No Answer,N/A,N/A,42870,#N/A,,,,
qvU1welUw9,9/2/2024,,No Answer,N/A,N/A,89776,#N/A,,,,
R173OH8,9/10/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,36914,Open,,,,
R2u5U1A,9/3/2024,Manager,Connected,Smooth,Deferred to Other Stakeholder,58112,Loss,,,,
r5At4qu8Qv,9/4/2024,Manager,Connected,Smooth,Deferred to Other Stakeholder,89155,Open,,,,
R5jfw2T,9/10/2024,Owner,Connected,AI,No interest,18347,Loss,,,,
R7z3mw7,9/5/2024,Owner,Connected,AI,Engaged,25546,Loss,,,,
r85F30P,9/12/2024,Manager,Connected,Smooth,Deferred to Other Stakeholder,51184,Loss,,,,
r88ghGu6dN,9/12/2024,Owner,Connected,Operator,No interest,36328,Loss,,,,
rA9YKy1,9/12/2024,Manager,Connected,Operator,No Interest,95401,Loss,,,,
RceifRvq63,9/5/2024,Owner,Connected,AI,Engaged,26547,Loss,,,,
rdA385Z,9/2/2024,,No Answer,N/A,N/A,83510,#N/A,,,,
rGDP5FqulN,9/5/2024,Owner,Connected,Smooth,Engaged,47510,Open,,,,
rj9T1QX,9/9/2024,Manager,Connected,Operator,No Interest,79667,Loss,,,,
rjYLr12,9/12/2024,,No Answer,N/A,N/A,78959,#N/A,,,,
Rk79wr6,9/12/2024,Owner,Connected,Operator,No interest,44350,Loss,,,,
RkbVwLv0lG,9/13/2024,,No Answer,N/A,N/A,35952,#N/A,,,,
Rl5710t180,9/10/2024,Manager,Connected,Smooth,No Interest,71098,Loss,,,,
RM1WeN0,9/11/2024,,No Answer,N/A,N/A,55647,#N/A,,,,
rMcZ9b4,9/9/2024,Manager,Connected,Operator,No Interest,41412,Loss,,,,
RsLi24M,9/4/2024,Manager,Connected,Smooth,No Interest,57139,Loss,,,,
rSyJ46kPIP,9/13/2024,Owner,Connected,Operator,Engaged,91457,Open,,,,
rUymvq9,9/11/2024,Manager,Connected,Smooth,Deferred to Other Stakeholder,77186,Loss,,,,
Rvb4sVsi01,9/3/2024,Manager,Connected,Smooth,No Interest,73926,Loss,,,,
rwS7Cwq9M3,9/3/2024,Owner,Connected,Operator,Engaged,59838,Loss,,,,
RX7s2qy52J,9/10/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,48000,Open,,,,
rYeo9E8,9/2/2024,Manager,Connected,AI,No Interest,78290,Loss,,,,
S0451V9,9/12/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,59851,Open,,,,
s05cUDnHqG,9/5/2024,Manager,Connected,Smooth,Deferred to Other Stakeholder,90983,Loss,,,,
s0HJ2k1,9/10/2024,Manager,Connected,AI,Engaged,60373,Win,,,,
S0xS1y1,9/3/2024,Owner,Connected,Smooth,Engaged,73058,Loss,,,,
S163TJwcd5,9/10/2024,,No Answer,N/A,N/A,77914,#N/A,,,,
S1td83O,9/2/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,44582,Open,,,,
s5o8oVO,9/9/2024,Owner,Connected,Smooth,Engaged,78522,Open,,,,
s6d8d73,9/5/2024,Manager,Connected,Smooth,Deferred to Other Stakeholder,12907,Loss,,,,
S7JGefzGSH,9/10/2024,Manager,Connected,AI,No Interest,56019,Win,,,,
s8ZGXE2,9/10/2024,Manager,Connected,Operator,No Interest,38145,Loss,,,,
S96tdxB,9/5/2024,,No Answer,N/A,N/A,46028,#N/A,,,,
SA2bIts4cC,9/9/2024,Owner,Connected,AI,No interest,27297,Loss,,,,
ScUzZ9I,9/9/2024,,No Answer,N/A,N/A,77077,#N/A,,,,
sddy7W9,9/4/2024,Owner,Connected,Operator,Engaged,46808,Loss,,,,
sesmujnw17,9/3/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,60158,Open,,,,
SeSqnu2,9/2/2024,Owner,Connected,Smooth,No interest,87134,Loss,,,,
SHpDMb5,9/3/2024,Manager,Connected,Smooth,No Interest,20383,Loss,,,,
sL5RjG5,9/2/2024,,No Answer,N/A,N/A,90999,#N/A,,,,
SmFXXQ0,9/6/2024,,No Answer,N/A,N/A,84196,#N/A,,,,
sNuRV6A,9/13/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,23736,Open,,,,
SnYbW2fu7z,9/6/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,48510,Open,,,,
SoBOLfr0AR,9/3/2024,,No Answer,N/A,N/A,68302,#N/A,,,,
Sra3tbkufa,9/2/2024,,No Answer,N/A,N/A,40368,#N/A,,,,
srwMJ88,9/4/2024,Manager,Connected,Operator,No Interest,83537,Loss,,,,
st9zJWQ,9/4/2024,Manager,Connected,Smooth,No Interest,18695,Loss,,,,
SUSoJey5HQ,9/2/2024,Manager,Connected,Operator,No Interest,81106,Loss,,,,
Sx16vCW,9/2/2024,Manager,Connected,Smooth,No Interest,23639,Loss,,,,
sY0p4q4,9/2/2024,Owner,Connected,AI,Engaged,25099,Loss,,,,
sZs8DDtDJQ,9/12/2024,,No Answer,N/A,N/A,99965,#N/A,,,,
T1t7ltZ,9/11/2024,Owner,Connected,Operator,No interest,84599,Loss,,,,
T2y2xkmj59,9/3/2024,,No Answer,N/A,N/A,65538,Win,,,,
T4ZPzLyo1A,9/9/2024,Manager,Connected,Smooth,No Interest,84676,Loss,,,,
t6Go0h2,9/11/2024,,No Answer,N/A,N/A,31704,#N/A,,,,
T79yMG2,9/11/2024,Manager,Connected,Operator,No Interest,61633,Loss,,,,
T7tLZ87,9/13/2024,Manager,Connected,Smooth,No Interest,89467,Loss,,,,
t92STjE,9/3/2024,Manager,Connected,Operator,No Interest,79738,Loss,,,,
t94OUfiyNT,9/10/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,22075,Open,,,,
T9N6Rug4w9,9/9/2024,Manager,Connected,Smooth,Deferred to Other Stakeholder,59315,Open,,,,
TC8NydiKl7,9/5/2024,Manager,Connected,AI,No Interest,10821,Win,,,,
TEF262eWv7,9/6/2024,,No Answer,N/A,N/A,54306,#N/A,,,,
tGUTbhF,9/13/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,59977,Open,,,,
Thooe6lI8z,9/11/2024,Owner,Connected,Operator,Deferred to Other Stakeholder,25667,Open,,,,
TiDSjZX,9/12/2024,Manager,Connected,AI,Engaged,14541,Loss,,,,
tiGZihx66L,9/5/2024,Owner,Connected,Operator,No interest,61778,Loss,,,,
tJH7FK7,9/6/2024,Manager,Connected,AI,No Interest,16404,Loss,,,,
tK5sfCC,9/5/2024,Owner,Connected,Smooth,No interest,80031,Loss,,,,
TkFcIY5,9/2/2024,Owner,Connected,Operator,No interest,40294,Loss,,,,
TlhwMB9,9/3/2024,,No Answer,N/A,N/A,79587,#N/A,,,,
Tlv99xg0Wk,9/11/2024,,No Answer,N/A,N/A,91310,#N/A,,,,
Tm0eE4x5g1,9/3/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,54600,Open,,,,
tqA6ilO,9/4/2024,Owner,Connected,AI,No Interest,49321,Loss,,,,
tRq4apmHNe,9/11/2024,Owner,Connected,Operator,No interest,89606,Loss,,,,
ts9GGPE,9/3/2024,Manager,Connected,AI,Deferred to Other Stakeholder,75539,Loss,,,,
tSXcOYY,9/6/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,80378,Open,,,,
txogIMn04S,9/10/2024,,No Answer,N/A,N/A,20110,#N/A,,,,
ty1AiFB,9/12/2024,,No Answer,N/A,N/A,82164,#N/A,,,,
ty6zCPX,9/10/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,38996,Open,,,,
TY96CrI,9/11/2024,Manager,Connected,Operator,No Interest,83745,Loss,,,,
tYuBppC,9/4/2024,,No Answer,N/A,N/A,64794,#N/A,,,,
U02v7H1,9/9/2024,,No Answer,N/A,N/A,80995,#N/A,,,,
u0ct70oT81,9/2/2024,Manager,Connected,Operator,Engaged,16516,Win,,,,
u0ct70oT85,9/4/2024,Owner,Connected,Operator,Engaged,16516,Win,,,,
U12iLSwk7V,9/12/2024,Manager,Connected,Operator,No Interest,94338,Loss,,,,
u1eh2t7,9/5/2024,Owner,Connected,AI,Engaged,19293,Loss,,,,
u27j9B2,9/2/2024,Manager,Connected,AI,No Interest,30249,Loss,,,,
U2S7Da7,9/12/2024,,No Answer,N/A,N/A,10954,#N/A,,,,
U3F56e5,9/10/2024,,No Answer,N/A,N/A,36952,#N/A,,,,
u3fyO37,9/9/2024,,No Answer,N/A,N/A,16611,#N/A,,,,
U4FK6M6,9/13/2024,Owner,Connected,AI,Engaged,62062,Open,,,,
u6pW9pE,9/5/2024,Manager,Connected,Smooth,No Interest,75531,Loss,,,,
U89pe7J,9/3/2024,Owner,Connected,Operator,Engaged,73975,Loss,,,,
uba2054,9/4/2024,,No Answer,N/A,N/A,68712,#N/A,,,,
ufhBqO3,9/5/2024,Owner,Connected,Operator,No interest,37485,Loss,,,,
UFv1d93,9/12/2024,Owner,Connected,AI,No Interest,44704,Loss,,,,
ugKZ2pP,9/3/2024,Manager,Connected,AI,Deferred to Other Stakeholder,33036,Open,,,,
uI7j6n8,9/12/2024,,No Answer,N/A,N/A,79232,#N/A,,,,
UINlO60,9/10/2024,,No Answer,N/A,N/A,85497,#N/A,,,,
uJgIU2G,9/9/2024,Owner,Connected,Smooth,No interest,25659,Loss,,,,
uOd323J,9/9/2024,,No Answer,N/A,N/A,14122,#N/A,,,,
uPtnkDQ,9/13/2024,,No Answer,N/A,N/A,19787,#N/A,,,,
uqS29Po3Vh,9/2/2024,,No Answer,N/A,N/A,90553,#N/A,,,,
ut18I9tA94,9/2/2024,Manager,Connected,AI,No Interest,28066,Loss,,,,
Uu90a8c8p2,9/6/2024,Manager,Connected,Operator,Engaged,81646,Open,,,,
UuNYLg0,9/5/2024,Manager,Connected,AI,No Interest,52339,Loss,,,,
UUtQL39,9/12/2024,,No Answer,N/A,N/A,91935,#N/A,,,,
UVzztTJ,9/3/2024,Manager,Connected,AI,Deferred to Other Stakeholder,21300,Open,,,,
UxoQDPI,9/10/2024,,No Answer,N/A,N/A,19927,#N/A,,,,
Uzxc8r4,9/5/2024,Owner,Connected,Smooth,Engaged,24985,Win,,,,
V09XN0U,9/12/2024,Owner,Connected,Operator,Deferred to Other Stakeholder,36474,Open,,,,
V3iKpY6,9/6/2024,Manager,Connected,Operator,Engaged,63645,Open,,,,
v65iz5P,9/10/2024,,No Answer,N/A,N/A,64249,Win,,,,
V94l5LH,9/11/2024,Manager,Connected,Operator,No Interest,74945,Loss,,,,
v9e54ns9J3,9/6/2024,Owner,Connected,AI,No interest,51489,Loss,,,,
vb4FR0X,9/2/2024,Manager,Connected,Smooth,No Interest,26392,Loss,,,,
vC4cIFE,9/12/2024,Manager,Connected,Smooth,No Interest,17434,Loss,,,,
VDnQ5h3,9/2/2024,Manager,Connected,Smooth,No Interest,31315,Loss,,,,
vE1Q2m5,9/12/2024,,No Answer,N/A,N/A,20190,#N/A,,,,
vH60O9c0vm,9/5/2024,Manager,Connected,Smooth,Deferred to Other Stakeholder,41781,Open,,,,
VI5C07w8DI,9/13/2024,,No Answer,N/A,N/A,45430,#N/A,,,,
VIbLFkR,9/3/2024,Manager,Connected,AI,Deferred to Other Stakeholder,65371,Loss,,,,
VJ1q2AwRM0,9/11/2024,,No Answer,N/A,N/A,21978,#N/A,,,,
VMcPT3I,9/13/2024,Manager,Connected,AI,No Interest,91589,Loss,,,,
VME6GorE29,9/5/2024,,No Answer,N/A,N/A,91791,#N/A,,,,
Vo6y1vh4Fd,9/13/2024,,No Answer,N/A,N/A,14100,#N/A,,,,
vOsce86,9/4/2024,,No Answer,N/A,N/A,68753,#N/A,,,,
vPh310l2sW,9/4/2024,Manager,Connected,AI,No Interest,51720,Loss,,,,
vsB1rNK,9/11/2024,,No Answer,N/A,N/A,97869,#N/A,,,,
VtVcVKD,9/11/2024,,No Answer,N/A,N/A,36460,#N/A,,,,
Vv2DDVp0lC,9/5/2024,,No Answer,N/A,N/A,45931,#N/A,,,,
Vw1qUvA,9/4/2024,Manager,Connected,AI,No Interest,52855,Loss,,,,
vZE726F,9/3/2024,Manager,Connected,Operator,No Interest,53898,Loss,,,,
VZpu2FK,9/5/2024,,No Answer,N/A,N/A,83780,#N/A,,,,
W09knL6,9/4/2024,,No Answer,N/A,N/A,85805,Loss,,,,
w18N3E6,9/6/2024,Manager,Connected,Smooth,No Interest,68388,Win,,,,
w2DQxC4,9/9/2024,Manager,Connected,Operator,No Interest,99813,Loss,,,,
W5Ie0ET,9/10/2024,Manager,Connected,Operator,No Interest,90791,Loss,,,,
w686m16,9/4/2024,Manager,Connected,Smooth,No Interest,18244,Loss,,,,
w8wEWZ6,9/13/2024,,No Answer,N/A,N/A,98196,#N/A,,,,
wau3471,9/12/2024,Manager,Connected,AI,Engaged,72270,Loss,,,,
Wb6jSR0,9/10/2024,,No Answer,N/A,N/A,93241,#N/A,,,,
WbtFkiZ,9/13/2024,Manager,Connected,Operator,No Interest,66458,Loss,,,,
WdWAE06,9/4/2024,Manager,Connected,Operator,No Interest,47925,Loss,,,,
We67tuE,9/9/2024,,No Answer,N/A,N/A,87938,#N/A,,,,
wF6lLRE,9/11/2024,Owner,Connected,Smooth,Engaged,70860,Open,,,,
WF9F6ZmTt3,9/9/2024,Owner,Connected,AI,No Interest,51415,Loss,,,,
wfY9uJL,9/5/2024,Manager,Connected,Smooth,No Interest,63605,Loss,,,,
WfZ24RhorY,9/6/2024,Owner,Connected,Smooth,Engaged,18988,Open,,,,
WG457Cq01H,9/11/2024,Manager,Connected,Smooth,No Interest,11035,Loss,,,,
WhN5Ta0,9/12/2024,Owner,Connected,AI,No interest,65345,Loss,,,,
WK6W05griV,9/6/2024,Manager,Connected,AI,No Interest,18176,Loss,,,,
woO720xQWj,9/6/2024,Manager,Connected,Operator,No Interest,17031,Loss,,,,
WOW0J9X,9/6/2024,Owner,Connected,AI,No interest,90571,Loss,,,,
WrN5oXJ,9/6/2024,Manager,Connected,AI,No Interest,28315,Loss,,,,
WSHc811,9/12/2024,Manager,Connected,Smooth,No Interest,81403,Loss,,,,
wsp62fpN7f,9/9/2024,Manager,Connected,AI,No Interest,19595,Loss,,,,
WwrvpmiNC8,9/12/2024,Owner,Connected,Smooth,Engaged,94172,Win,,,,
wx0J3WhDy6,9/5/2024,,No Answer,N/A,N/A,81259,#N/A,,,,
WXk9oDH,9/11/2024,Owner,Connected,Smooth,No interest,28324,Loss,,,,
WYykc1V,9/3/2024,,No Answer,N/A,N/A,51936,#N/A,,,,
x06Kx71,9/16/2024,Manager,Connected,Operator,Engaged,19051,Win,,,,
x06Kx74,9/11/2024,Owner,Connected,Operator,Engaged,19051,Win,,,,
x1JShV3,9/3/2024,Manager,Connected,AI,No Interest,32251,Loss,,,,
X3ZdPhqN8A,9/5/2024,,No Answer,N/A,N/A,23998,#N/A,,,,
X5MgVK4,9/5/2024,,No Answer,N/A,N/A,91253,#N/A,,,,
x6MQY6e001,9/3/2024,Manager,Connected,Smooth,No Interest,72029,Loss,,,,
X6R0y3P,9/3/2024,,No Answer,N/A,N/A,32539,#N/A,,,,
X98Dh91,9/10/2024,Manager,Connected,Operator,Engaged,33590,Win,,,,
X98Dh95,9/11/2024,Owner,Connected,Operator,Engaged,33590,Win,,,,
X9ygfZottQ,9/11/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,35094,Open,,,,
Xa2UhU1,9/4/2024,Owner,Connected,Smooth,Engaged,33928,Open,,,,
XAVcqQ3,9/13/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,19510,Open,,,,
Xb2TC1y0Nv,9/2/2024,,No Answer,N/A,N/A,17720,#N/A,,,,
